dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude,AverageTemperature_1,AverageTemperatureUncertainty_1
1744-03-01, , , , , , ,7.84155384615384,2.29986153846154
1745-03-01, , , , , , ,.627461538461538,1.70284615384615
1746-03-01, , , , , , ,5.00691902834008,1.63380971659919
1747-03-01, , , , , , ,3.20196356275304,1.71105668016194
1748-03-01, , , , , , ,1.39700809716599,1.7883036437247
1749-03-01, , , , , , ,-.40794736842106,1.86555060728745
1750-03-01, , , , , , ,3.53769230769231,2.59346153846154
1751-03-01, , , , , , ,3.40007692307692,1.99530769230769
1752-03-01, , , , , , ,3.31715384615385,1.95476923076923
1753-03-01, , , , , , ,4.37757142857143,3.31485714285714
1754-03-01, , , , , , ,1.56692857142857,3.39042857142857
1755-03-01, , , , , , ,2.0936,3.7996
1756-03-01, , , , , , ,4.02843333333333,5.03348333333333
1757-03-01, , , , , , ,3.05013333333333,3.40686666666667
1758-03-01, , , , , , ,2.41333333333333,4.04933333333333
1759-03-01, , , , , , ,3.17613333333333,3.11233333333333
1760-03-01, , , , , , ,.8734,7.00153333333333
1761-03-01, , , , , , ,4.21939193205945,1.99856475583864
1762-03-01, , , , , , ,.964626326963906,4.11615711252654
1763-03-01, , , , , , ,1.12118192675159,5.60407762738854
1764-03-01, , , , , , ,3.16912042197452,3.22778921178344
1765-03-01, , , , , , ,4.65868391719745,2.84193829617834
1766-03-01, , , , , , ,3.65077866242038,2.85468113057325
1767-03-01, , , , , , ,4.04281090764331,6.38198646496815
1768-03-01, , , , , , ,.901218152866242,5.05341679936306
1769-03-01, , , , , , ,2.79731289808917,4.83690963375796
1770-03-01, , , , , , ,.269907643312102,4.07158996815287
1771-03-01, , , , , , ,1.15000238853503,6.08039530254777
1772-03-01, , , , , , ,1.90847213375796,3.79320063694267
1773-03-01, , , , , , ,2.71806687898089,2.37250597133758
1774-03-01, , , , , , ,4.3509375,2.6410625
1775-03-01, , , , , , ,5.21475961538462,2.33876442307692
1776-03-01, , , , , , ,3.7135625,3.103625
1777-03-01, , , , , , ,3.886625,2.21375
1778-03-01, , , , , , ,3.3010625,3.68721875
1779-03-01, , , , , , ,4.65665340909091,3.63934659090909
1780-03-01, , , , , , ,5.03539204545455,2.25247727272727
1781-03-01, , , , , , ,3.66630803571429,1.83439732142857
1782-03-01, , , , , , ,2.05235267857143,2.43567410714286
1783-03-01, , , , , , ,3.02308482142857,2.77245089285714
1784-03-01, , , , , , ,2.4603125,3.68652403846154
1785-03-01, , , , , , ,-.7904375,3.65401041666667
1786-03-01, , , , , , ,3.3290625,5.4289375
1787-03-01, , , , , , ,4.3274375,3.4784375
1788-03-01, , , , , , ,3.88826953125,3.49808984375
1789-03-01, , , , , , ,1.0840625,4.097125
1790-03-01, , , , , , ,3.723625,2.4895625
1791-03-01, , , , , , ,4.49375,3.4178125
1792-03-01, , , , , , ,4.62683333333333,2.29077777777778
1793-03-01, , , , , , ,4.33666052631579,3.49194795321637
1794-03-01, , , , , , ,5.76446929824561,2.05790643274854
1795-03-01, , , , , , ,4.60077807017544,2.66158713450292
1796-03-01, , , , , , ,13.2050446616541,2.68148060150376
1797-03-01, , , , , , ,14.0880034586466,2.26397353383459
1798-03-01, , , , , , ,15.6441908270677,2.11575218045113
1799-03-01, , , , , , ,13.8405210526316,2.71135939849624
1800-03-01, , , , , , ,13.5829655639098,3.20668090225564
1801-03-01, , , , , , ,16.596210075188,2.00571669172932
1802-03-01, , , , , , ,16.1263688721805,2.32178105263158
1803-03-01, , , , , , ,14.6611705263158,2.58211684210526
1804-03-01, , , , , , ,14.1260864661654,3.46208120300752
1805-03-01, , , , , , ,15.3517881203007,1.87685984962406
1806-03-01, , , , , , ,14.4395183458647,2.25186706766917
1807-03-01, , , , , , ,13.4647914285714,3.36257904761905
1808-03-01, , , , , , ,11.3393549094047,3.18098876371256
1809-03-01, , , , , , ,10.9605356668144,2.58845325653522
1810-03-01, , , , , , ,12.0077425786442,2.49518342933097
1811-03-01, , , , , , ,11.8885170580417,2.57550819672131
1812-03-01, , , , , , ,9.89683207797962,3.01199512627382
1813-03-01, , , , , , ,12.8865135135135,6.27951351351351
1814-03-01, , , , , , ,13.5846486486486,2.3652972972973
1815-03-01, , , , , , ,14.0328378378378,3.63967567567568
1816-03-01, , , , , , ,14.3158,2.390925
1817-03-01, , , , , , ,15.29070625,2.52640625
1818-03-01, , , , , , ,15.5083318181818,2.26752954545455
1819-03-01, , , , , , ,14.2979756097561,6.05592682926829
1820-03-01, , , , , , ,14.7706341463415,2.54434146341463
1821-03-01, , , , , , ,13.6027959183673,2.18720408163265
1822-03-01, , , , , , ,15.6282857142857,2.03261224489796
1823-03-01, , , , , , ,13.5279795918367,2.01087755102041
1824-03-01, , , , , , ,13.7615965206482,2.03834735259958
1825-03-01, , , , , , ,14.3892958809483,2.32705676092201
1826-03-01, , , , , , ,14.5898659822098,1.98630916011222
1827-03-01, , , , , , ,15.4128274957814,2.09776487721613
1828-03-01, , , , , , ,15.0707532950673,2.35195273717719
1829-03-01, , , , , , ,14.1819469514961,1.92846202570967
1830-03-01, , , , , , ,13.7692982511489,1.8392419928819
1831-03-01, , , , , , ,14.0445834727247,3.13400213281598
1832-03-01, , , , , , ,14.4933966292097,2.17121164301308
1833-03-01, , , , , , ,14.6755841608002,2.46718516758172
1834-03-01, , , , , , ,15.6555213547931,2.29797928451403
1835-03-01, , , , , , ,14.8401247612503,2.01448895596988
1836-03-01, , , , , , ,15.434686112591,1.75774905404232
1837-03-01, , , , , , ,14.5350363452259,2.10357782379395
1838-03-01, , , , , , ,14.1724072195896,1.91011384569378
1839-03-01, , , , , , ,12.7758156613369,1.83510573092461
1840-03-01, , , , , , ,13.2625915062381,1.72531887961662
1841-03-01, , , , , , ,13.2457608309766,2.89202252580826
1842-03-01, , , , , , ,15.1412455423327,2.22299868933329
1843-03-01, , , , , , ,14.2793207641142,1.97886121766961
1844-03-01, , , , , , ,14.6263854899871,1.98618941978239
1845-03-01, , , , , , ,14.5513333420294,1.51943459635317
1846-03-01, , , , , , ,15.5981268195198,1.92829940753744
1847-03-01, , , , , , ,13.9279112979183,2.17444035585198
1848-03-01, , , , , , ,14.6775147702193,1.300985602947
1849-03-01, , , , , , ,15.1821488765891,1.96742386283076
1850-03-01, , , , , , ,15.2247845754177,2.48841934181784
1851-03-01, , , , , , ,14.7361087379503,1.55260745126813
1852-03-01, , , , , , ,14.2916757828831,1.76617608404488
1853-03-01, , , , , , ,15.0186371383718,1.74364678178964
1854-03-01, , , , , , ,15.1557860315976,1.47826208767351
1855-03-01, , , , , , ,15.4862118479003,1.49504662432661
1856-03-01, , , , , , ,15.1183611276958,1.68474903205963
1857-03-01, , , , , , ,15.541459531872,1.56621164481317
1858-03-01, , , , , , ,15.1133794321694,1.49706612766104
1859-03-01, , , , , , ,15.7589664339766,1.40102260454792
1860-03-01, , , , , , ,14.3863867405473,2.1239200947599
1861-03-01, , , , , , ,15.4013616013107,1.24819886259328
1862-03-01, , , , , , ,15.187962823892,1.4773682882322
1863-03-01, , , , , , ,15.474646603336,1.27613414496622
1864-03-01, , , , , , ,15.2173414840035,1.68283705770809
1865-03-01, , , , , , ,15.2126094851354,1.39202046432025
1866-03-01, , , , , , ,15.072872673142,1.67166465271534
1867-03-01, , , , , , ,15.2643264995905,1.48757901026388
1868-03-01, , , , , , ,15.2252199857944,1.39132696696181
1869-03-01, , , , , , ,15.312028002191,1.51118362796018
1870-03-01, , , , , , ,15.8409874892058,1.50384268352285
1871-03-01, , , , , , ,16.1809653622923,1.60490897973511
1872-03-01, , , , , , ,16.0952626010096,1.35786973958933
1873-03-01, , , , , , ,15.7826810518481,1.29958807520112
1874-03-01, , , , , , ,15.1907378457148,1.54288397694395
1875-03-01, , , , , , ,15.890249185036,1.23950636940038
1876-03-01, , , , , , ,16.2221789081955,1.66795078205882
1877-03-01, , , , , , ,16.1594357424662,1.108493942192
1878-03-01, , , , , , ,17.2177733848177,1.16095629424438
1879-03-01, , , , , , ,15.6751766837349,.938961214839331
1880-03-01, , , , , , ,16.2953072553793,1.09357796804611
1881-03-01, , , , , , ,15.7388984487535,1.06184991689751
1882-03-01, , , , , , ,16.4081933529793,.948731687982555
1883-03-01, , , , , , ,15.4445282572052,1.1289834590676
1884-03-01, , , , , , ,15.633033161431,1.05272523015265
1885-03-01, , , , , , ,15.4739317066825,.962970590981287
1886-03-01, , , , , , ,15.7321729698827,.923238772322744
1887-03-01, , , , , , ,15.5692481435127,1.02310876512307
1888-03-01, , , , , , ,15.9533611347518,1.02487163120567
1889-03-01, , , , , , ,16.4231490196078,.889922156862745
1890-03-01, , , , , , ,15.940081372549,1.24742098039216
1891-03-01, , , , , , ,15.89328,.79428
1892-03-01, , , , , , ,15.76003,1.14761
1893-03-01, , , , , , ,15.58052,.83966
1894-03-01, , , , , , ,16.34107,.99452
1895-03-01, , , , , , ,15.51699,.830900000000001
1896-03-01, , , , , , ,15.86002,.75367
1897-03-01, , , , , , ,16.05498,.90514
1898-03-01, , , , , , ,15.72069,1.03957
1899-03-01, , , , , , ,16.44499,.75685
61, , , , , , ,16.42579,.79455
426, , , , , , ,16.50939,.8037
791, , , , , , ,16.99692,.64156
1156, , , , , , ,16.53081,.82241
1522, , , , , , ,15.61359,.67424
1887, , , , , , ,15.35644,.75199
2252, , , , , , ,15.76856,.60117
2617, , , , , , ,15.47704,.59601
2983, , , , , , ,15.63811,.66071
3348, , , , , , ,15.89343,.66777
3713, , , , , , ,15.83491,.63972
4078, , , , , , ,15.34638,.61882
4444, , , , , , ,16.1917,.71653
4809, , , , , , ,15.67984,.59556
5174, , , , , , ,16.58137,.56678
5539, , , , , , ,16.01259,.7699
5905, , , , , , ,15.99629,.75475
6270, , , , , , ,15.60954,.633340000000001
6635, , , , , , ,16.01355,.62979
7000, , , , , , ,16.66249,.69339
7366, , , , , , ,16.45544,.58806
7731, , , , , , ,16.65204,.59602
8096, , , , , , ,16.4789,.57735
8461, , , , , , ,16.5239,.55291
8827, , , , , , ,16.26939,.61152
9192, , , , , , ,16.34183,.62456
9557, , , , , , ,16.26588,.59056
9922, , , , , , ,16.25143,.57956
10288, , , , , , ,16.31864,.56876
10653, , , , , , ,16.49351,.55548
11018, , , , , , ,16.858,.55881
11383, , , , , , ,16.65138,.56393
11749, , , , , , ,15.95649,.54312
12114, , , , , , ,15.90225,.50324
12479, , , , , , ,15.99027,.48776
12844, , , , , , ,16.81942,.51807
13210, , , , , , ,16.11294,.48665
13575, , , , , , ,16.26399,.51476
13940, , , , , , ,16.86749,.46503
14305, , , , , , ,16.00686,.42957
14671, , , , , , ,15.99475,.4646
15036, , , , , , ,16.79876,.47935
15401, , , , , , ,17.16498,.49719
15766, , , , , , ,16.41665,.47032
16132, , , , , , ,16.31909,.52508
16497, , , , , , ,16.3949,.48334
16862, , , , , , ,16.36363,.4291
17227, , , , , , ,16.60082,.46583
17593, , , , , , ,16.19695,.43232
17958, , , , , , ,16.3448,.43686
18323, , , , , , ,16.4842,.45214
18688, , , , , , ,16.38018,.43051
19054, , , , , , ,16.17328,.40227
19419, , , , , , ,17.07167,.39749
19784, , , , , , ,16.44638,.43311
20149, , , , , , ,16.4637,.35696
20515, , , , , , ,16.07633,.40573
20880, , , , , , ,15.94932,.39255
21245, , , , , , ,16.93883,.38293
