dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude,AverageTemperature_1,AverageTemperatureUncertainty_1
1743-11-01 平均值, , , , , , ,4.02007692307692,1.91192307692308
1743-12-01 平均值, , , , , , ,4.97544615384615,2.00890769230769
1744-01-01 平均值, , , , , , ,5.93081538461538,2.10589230769231
1744-02-01 平均值, , , , , , ,6.88618461538462,2.20287692307692
1744-03-01 平均值, , , , , , ,7.84155384615384,2.29986153846154
1744-04-01 平均值, , , , , , ,8.79692307692308,2.39684615384615
1744-05-01 平均值, , , , , , ,12.1953846153846,1.71176923076923
1744-06-01 平均值, , , , , , ,17.0803846153846,1.64961538461538
1744-07-01 平均值, , , , , , ,19.2833076923077,1.55230769230769
1744-08-01 平均值, , , , , , ,16.7305,1.6015
1744-09-01 平均值, , , , , , ,14.1776923076923,1.65069230769231
1744-10-01 平均值, , , , , , ,8.21292307692308,1.77615384615385
1744-11-01 平均值, , , , , , ,3.97753846153846,1.69923076923077
1744-12-01 平均值, , , , , , ,-.970615384615385,1.98807692307692
1745-01-01 平均值, , , , , , ,-3.186,2.06638461538462
1745-02-01 平均值, , , , , , ,-2.56338461538462,1.91446153846154
1745-03-01 平均值, , , , , , ,.627461538461538,1.70284615384615
1745-04-01 平均值, , , , , , ,6.66146153846154,1.563
1745-05-01 平均值, , , , , , ,6.51104858299595,1.56943724696356
1745-06-01 平均值, , , , , , ,6.36063562753037,1.57587449392713
1745-07-01 平均值, , , , , , ,6.21022267206477,1.58231174089069
1745-08-01 平均值, , , , , , ,6.05980971659919,1.58874898785425
1745-09-01 平均值, , , , , , ,5.9093967611336,1.59518623481781
1745-10-01 平均值, , , , , , ,5.75898380566802,1.60162348178138
1745-11-01 平均值, , , , , , ,5.60857085020243,1.60806072874494
1745-12-01 平均值, , , , , , ,5.45815789473684,1.6144979757085
1746-01-01 平均值, , , , , , ,5.30774493927125,1.62093522267206
1746-02-01 平均值, , , , , , ,5.15733198380567,1.62737246963563
1746-03-01 平均值, , , , , , ,5.00691902834008,1.63380971659919
1746-04-01 平均值, , , , , , ,4.8565060728745,1.64024696356275
1746-05-01 平均值, , , , , , ,4.7060931174089,1.64668421052632
1746-06-01 平均值, , , , , , ,4.55568016194332,1.65312145748988
1746-07-01 平均值, , , , , , ,4.40526720647773,1.65955870445344
1746-08-01 平均值, , , , , , ,4.25485425101215,1.66599595141701
1746-09-01 平均值, , , , , , ,4.10444129554656,1.67243319838057
1746-10-01 平均值, , , , , , ,3.95402834008097,1.67887044534413
1746-11-01 平均值, , , , , , ,3.80361538461538,1.68530769230769
1746-12-01 平均值, , , , , , ,3.6532024291498,1.69174493927126
1747-01-01 平均值, , , , , , ,3.50278947368421,1.69818218623482
1747-02-01 平均值, , , , , , ,3.35237651821862,1.70461943319838
1747-03-01 平均值, , , , , , ,3.20196356275304,1.71105668016194
1747-04-01 平均值, , , , , , ,3.05155060728745,1.71749392712551
1747-05-01 平均值, , , , , , ,2.90113765182186,1.72393117408907
1747-06-01 平均值, , , , , , ,2.75072469635628,1.73036842105263
1747-07-01 平均值, , , , , , ,2.60031174089069,1.73680566801619
1747-08-01 平均值, , , , , , ,2.4498987854251,1.74324291497976
1747-09-01 平均值, , , , , , ,2.29948582995951,1.74968016194332
1747-10-01 平均值, , , , , , ,2.14907287449393,1.75611740890688
1747-11-01 平均值, , , , , , ,1.99865991902834,1.76255465587045
1747-12-01 平均值, , , , , , ,1.84824696356275,1.76899190283401
1748-01-01 平均值, , , , , , ,1.69783400809717,1.77542914979757
1748-02-01 平均值, , , , , , ,1.54742105263158,1.78186639676113
1748-03-01 平均值, , , , , , ,1.39700809716599,1.7883036437247
1748-04-01 平均值, , , , , , ,1.2465951417004,1.79474089068826
1748-05-01 平均值, , , , , , ,1.09618218623482,1.80117813765182
1748-06-01 平均值, , , , , , ,.94576923076923,1.80761538461539
1748-07-01 平均值, , , , , , ,.795356275303644,1.81405263157895
1748-08-01 平均值, , , , , , ,.644943319838056,1.82048987854251
1748-09-01 平均值, , , , , , ,.49453036437247,1.82692712550607
1748-10-01 平均值, , , , , , ,.344117408906884,1.83336437246964
1748-11-01 平均值, , , , , , ,.19370445344129,1.8398016194332
1748-12-01 平均值, , , , , , ,.04329149797571,1.84623886639676
1749-01-01 平均值, , , , , , ,-.107121457489879,1.85267611336032
1749-02-01 平均值, , , , , , ,-.257534412955467,1.85911336032389
1749-03-01 平均值, , , , , , ,-.40794736842106,1.86555060728745
1749-04-01 平均值, , , , , , ,-.558360323886639,1.87198785425101
1749-05-01 平均值, , , , , , ,-.70877327935223,1.87842510121458
1749-06-01 平均值, , , , , , ,-.859186234817814,1.88486234817814
1749-07-01 平均值, , , , , , ,-1.0095991902834,1.8912995951417
1749-08-01 平均值, , , , , , ,-1.16001214574899,1.89773684210526
1749-09-01 平均值, , , , , , ,-1.31042510121457,1.90417408906883
1749-10-01 平均值, , , , , , ,-1.46083805668016,1.91061133603239
1749-11-01 平均值, , , , , , ,-1.61125101214575,1.91704858299595
1749-12-01 平均值, , , , , , ,-1.76166396761134,1.92348582995952
1750-01-01 平均值, , , , , , ,-1.91207692307692,1.92992307692308
1750-02-01 平均值, , , , , , ,-.215230769230769,2.35546153846154
1750-03-01 平均值, , , , , , ,3.53769230769231,2.59346153846154
1750-04-01 平均值, , , , , , ,7.62223076923077,1.58607692307692
1750-05-01 平均值, , , , , , ,12.974,1.72938461538462
1750-06-01 平均值, , , , , , ,17.0392307692308,1.56323076923077
1750-07-01 平均值, , , , , , ,21.3271538461538,1.49846153846154
1750-08-01 平均值, , , , , , ,19.7016153846154,1.38215384615385
1750-09-01 平均值, , , , , , ,14.866,1.53861538461538
1750-10-01 平均值, , , , , , ,7.00453846153846,1.66807692307692
1750-11-01 平均值, , , , , , ,2.83130769230769,1.88261538461538
1750-12-01 平均值, , , , , , ,-1.34192307692308,2.09715384615385
1751-01-01 平均值, , , , , , ,-2.54530769230769,2.13584615384615
